,online_order,book_table,rate,votes,location,rest_type,cuisines,Cost2plates
38073,1,0,3.700141861024285,0,39,7,69,18
38074,1,0,3.2,6,4,6,43,5
38075,0,0,3.4,4,6,2,69,28
38076,1,0,3.7,50,41,6,43,20
38077,1,1,4.4,232,27,8,69,51
38078,1,0,3.8,76,14,6,43,18
38079,0,0,3.5,14,34,6,69,17
38080,0,0,3.2,7,6,1,16,28
38081,1,0,3.700141861024285,0,33,6,32,9
38082,0,0,3.700141861024285,0,41,4,43,32
38083,1,0,3.700141861024285,0,4,6,23,18
38084,1,0,4.0,280,41,2,69,28
38085,1,0,3.4,122,33,1,69,28
38086,1,0,3.3,6,39,8,69,9
38087,1,0,3.7,28,41,6,69,20
38088,1,0,3.4,9,36,6,60,9
38089,1,0,3.8,75,41,2,69,36
38090,1,0,3.8,19,6,6,69,14
38091,1,0,3.2,10,27,4,69,23
38093,1,0,3.5,20,10,1,69,25
38094,1,0,3.0,40,6,5,69,14
38095,1,0,3.7,280,6,2,49,32
38096,1,0,3.6,41,6,2,39,25
38097,1,0,3.700141861024285,0,6,6,69,17
38098,1,0,4.1,33,10,5,27,22
38099,0,0,3.8,99,39,1,69,28
38100,1,1,2.2,409,27,2,69,36
38101,0,0,3.700141861024285,0,14,7,45,17
38102,1,0,3.5,13,6,2,69,28
38103,1,0,2.9,56,10,6,34,9
38104,1,1,4.2,4748,8,2,69,45
38105,1,0,2.8,5,41,7,69,13
38106,1,0,3.4,9,37,1,16,18
38107,1,0,3.9,113,39,6,43,9
38108,1,0,3.700141861024285,0,1,6,69,14
38110,1,0,3.1,23,6,2,69,30
38111,1,0,3.8,38,39,2,69,22
38112,0,0,3.7,23,26,0,3,17
38113,1,0,3.4,76,14,7,69,22
38114,1,0,3.4,11,23,6,69,18
38115,1,0,3.8,38,41,6,43,17
38116,1,1,4.3,569,36,2,69,39
38117,1,0,3.6,27,14,6,62,14
38118,1,0,3.9,256,14,2,69,30
38119,1,1,4.4,1124,8,3,69,39
38120,0,1,4.0,930,6,2,69,32
38121,1,0,3.8,75,6,1,69,29
38122,1,0,3.4,63,8,6,11,22
38123,1,0,3.5,121,6,6,69,18
38124,1,1,4.5,1238,38,3,69,48
38125,1,0,3.9,119,39,2,69,28
38126,1,0,3.700141861024285,0,27,2,69,32
38127,1,1,4.5,1418,8,3,21,48
38128,1,0,3.9,464,39,8,69,32
38129,1,0,3.3,37,37,6,45,20
38130,1,0,3.7,160,10,2,24,30
38131,1,0,4.0,55,6,2,69,45
38132,1,1,4.3,509,26,3,22,41
38133,0,0,3.1,24,14,6,60,9
38134,1,0,2.6,72,4,6,66,18
38135,1,1,3.9,1937,27,2,69,52
38136,1,0,3.5,21,16,6,0,25
38137,1,0,3.4,8,39,6,21,18
38138,1,0,4.1,398,10,2,69,28
38139,1,1,4.1,456,8,2,43,28
38140,1,1,4.2,476,10,2,49,48
38141,1,0,4.1,403,10,2,69,31
38142,1,1,3.9,1370,27,8,43,52
38143,0,0,3.700141861024285,0,26,5,27,25
38144,0,0,3.700141861024285,0,26,4,27,23
38145,1,0,3.5,126,14,2,22,30
38146,1,0,4.2,136,10,2,69,45
38147,1,1,4.2,176,41,2,69,30
38148,1,1,4.3,3492,26,8,69,48
38149,1,0,3.700141861024285,0,33,4,69,28
38150,1,1,4.1,864,33,2,69,43
38151,1,0,4.0,785,8,2,0,29
38152,0,0,3.6,104,6,1,69,32
38153,1,0,4.0,362,33,2,69,36
38154,1,0,2.9,17,8,6,44,28
38155,1,0,3.700141861024285,0,26,6,69,28
38156,0,0,3.3,5,26,0,3,20
38157,1,0,3.3,204,10,2,69,28
38158,1,1,4.0,457,10,2,24,36
38159,1,0,3.700141861024285,0,14,6,31,14
38160,1,0,4.3,909,39,2,69,51
38161,1,0,3.7,50,41,2,69,31
38162,1,0,3.1,114,14,4,45,25
38163,1,1,4.2,2930,8,2,69,36
38164,1,0,3.0,13,33,7,69,22
38165,1,1,4.4,719,34,2,69,36
38166,1,1,4.2,856,8,2,69,43
38167,1,0,3.700141861024285,0,33,7,6,17
38168,1,1,4.2,354,34,2,69,39
38169,1,1,4.0,379,10,2,69,33
38170,1,1,4.3,3150,27,2,55,45
38171,1,0,3.700141861024285,0,9,8,69,5
38172,1,0,3.8,177,41,6,9,18
38173,1,0,3.2,5,27,6,45,23
38174,1,1,4.4,219,38,2,69,33
38175,1,0,3.6,22,41,6,43,20
38176,1,0,3.6,70,41,2,69,32
38177,1,0,3.9,122,14,2,69,36
38178,1,1,4.5,871,27,2,69,49
38179,1,0,3.4,7,27,7,69,46
38180,1,0,3.700141861024285,0,39,6,69,28
38181,1,0,4.0,141,18,2,50,26
38182,1,1,3.8,81,39,2,24,32
38183,1,0,3.6,41,41,2,69,43
38184,1,0,3.700141861024285,0,39,7,69,25
38185,1,0,3.4,48,39,6,43,18
38186,0,0,3.700141861024285,0,34,8,69,9
38187,1,0,2.1,253,16,4,54,25
38188,1,0,4.2,860,39,2,69,49
38189,1,0,4.0,1103,39,2,69,41
38190,1,0,3.2,7,41,6,9,18
38191,0,0,4.3,1789,33,2,1,32
38192,0,0,4.2,1363,34,2,13,30
38193,0,0,4.3,72,33,1,69,22
38194,0,0,3.1,38,14,6,69,18
38195,0,0,3.8,32,34,6,14,20
38196,0,0,3.8,31,10,6,61,22
38197,0,0,4.0,102,34,2,21,26
38198,0,0,3.6,37,41,2,43,28
38199,1,0,3.7,34,41,8,69,18
38200,0,0,3.0,108,27,2,69,32
38201,0,0,3.7,145,34,8,69,36
38202,1,0,3.5,9,9,5,27,5
38203,0,0,3.700141861024285,0,34,7,2,20
38204,0,0,3.8,26,6,5,27,20
38205,0,0,3.700141861024285,0,34,6,46,18
38206,0,0,3.700141861024285,0,33,6,43,23
38207,0,0,3.700141861024285,0,41,6,60,9
38208,0,0,3.700141861024285,0,37,6,44,18
38209,0,0,3.1,16,41,2,69,38
38210,0,0,2.9,46,36,2,69,26
38211,0,0,3.700141861024285,0,41,6,45,14
38212,0,0,2.8,38,39,4,45,25
38213,0,0,3.3,4,3,6,43,18
38214,0,0,3.4,7,33,6,69,25
38215,0,0,3.700141861024285,0,36,4,69,34
38216,0,0,3.5,58,41,2,69,34
38217,0,0,3.700141861024285,0,36,7,11,17
38218,0,0,3.3,13,41,2,69,28
38219,0,0,4.1,121,34,2,45,28
38220,0,0,3.3,6,9,1,16,22
38221,1,0,4.1,118,34,2,69,36
38222,1,0,3.5,47,41,2,60,23
38223,0,0,3.700141861024285,0,34,6,52,18
38224,0,0,3.700141861024285,0,14,6,43,20
38225,1,0,3.6,118,34,2,21,25
38226,1,0,3.9,158,41,2,69,41
38227,1,0,3.7,46,41,2,60,36
38228,0,0,3.3,4,34,6,43,14
38229,0,0,3.3,5,14,6,69,17
38230,1,0,3.6,16,25,4,43,18
38231,1,1,3.8,203,34,2,69,39
38232,1,0,3.700141861024285,0,37,6,68,9
38233,1,0,4.0,32,6,6,69,18
38234,1,1,4.0,190,37,3,69,41
38235,1,0,3.2,5,41,6,60,18
38236,1,0,3.7,110,37,2,69,30
38237,1,0,3.8,169,36,6,55,17
38238,1,0,3.700141861024285,0,36,6,63,18
38239,1,0,3.6,79,33,6,61,25
38240,1,0,3.8,36,4,5,69,14
38241,0,0,3.3,11,6,6,69,14
38242,0,1,4.3,2698,6,8,69,41
38243,0,1,4.1,101,33,8,69,36
38244,0,0,3.9,234,41,8,69,36
38245,1,0,3.3,4,41,7,69,14
38246,1,0,3.9,86,41,8,69,45
38247,0,0,3.700141861024285,0,14,6,11,18
38248,0,0,3.6,24,41,6,66,18
38249,1,0,3.5,25,41,2,45,23
38250,0,0,3.700141861024285,0,39,6,10,18
38251,1,0,3.700141861024285,0,41,6,43,22
38252,1,1,4.2,508,36,2,69,32
38253,0,0,4.5,3589,38,1,69,34
38254,1,1,4.4,721,27,8,69,48
38255,0,1,4.4,2275,41,2,69,38
38256,0,1,4.3,531,36,2,69,43
38257,0,0,4.3,1189,33,2,21,26
38258,0,0,4.4,1912,33,5,69,22
38259,0,0,4.1,491,41,2,65,28
38260,0,0,3.700141861024285,0,6,0,3,22
38261,0,0,4.3,164,39,1,69,31
38262,0,0,4.1,362,34,6,44,22
38263,0,0,4.3,792,8,8,69,34
38264,0,0,3.9,84,8,6,21,25
38265,0,0,4.1,787,33,2,69,32
38266,0,0,4.0,1460,27,8,69,23
38267,0,0,4.3,539,8,2,69,32
38268,0,0,4.3,185,8,5,30,25
38269,1,0,4.3,1135,41,1,69,32
38270,1,0,4.0,101,38,6,69,9
38271,0,0,3.9,58,9,7,4,39
38272,0,0,4.2,620,6,1,69,25
38273,0,0,2.7,77,27,6,48,25
38274,0,0,3.2,22,36,2,62,23
38275,0,0,3.8,30,10,8,8,22
38276,0,0,3.8,136,41,2,45,29
38277,1,0,3.700141861024285,0,9,8,69,28
38278,0,0,3.6,23,6,0,3,14
38279,0,0,3.4,22,41,2,69,25
38280,0,0,3.8,24,6,6,69,14
38281,0,0,4.0,54,10,6,69,22
38282,0,0,3.9,82,41,2,69,23
38283,0,0,3.700141861024285,0,41,6,60,14
38284,0,0,3.700141861024285,0,41,6,60,14
38285,0,0,3.7,95,8,6,31,25
38286,0,0,3.4,14,34,0,3,14
38287,0,0,3.7,62,10,6,31,14
38288,0,0,3.6,35,10,2,54,30
38289,0,0,3.9,135,38,2,69,32
38290,0,0,3.700141861024285,0,33,7,58,28
38291,0,0,3.5,7,41,5,27,14
38292,0,0,3.6,8,6,6,69,32
38293,0,0,3.3,6,38,2,61,23
38294,0,0,3.700141861024285,0,41,7,69,9
38295,0,0,3.3,5,36,6,60,18
38296,0,0,3.700141861024285,0,4,6,69,18
38297,0,0,3.1,7,34,6,66,18
38298,0,0,3.7,16,27,1,16,17
38299,0,0,3.9,122,6,2,69,25
38300,0,0,3.9,31,6,8,69,18
38301,1,0,3.4,12,41,6,69,29
38302,0,0,3.2,6,41,6,9,18
38303,0,0,3.5,12,41,6,69,20
38304,0,0,3.700141861024285,0,9,8,7,9
38305,0,0,3.3,9,36,6,9,18
38306,0,0,3.0,31,27,2,45,36
38307,0,0,2.8,46,6,1,69,30
38308,0,1,3.9,158,10,2,69,38
38309,0,0,3.700141861024285,0,27,6,11,17
38310,0,0,4.0,209,33,2,22,25
38311,0,0,4.2,222,38,5,69,14
38312,0,0,3.1,23,27,6,69,18
38313,0,0,3.4,7,36,2,43,28
38314,0,0,3.9,66,6,5,36,14
38315,0,0,3.700141861024285,0,34,6,52,18
38316,0,0,3.700141861024285,0,36,6,50,18
38317,0,0,3.700141861024285,0,6,6,69,18
38318,0,0,3.700141861024285,0,41,6,60,9
38319,0,0,3.700141861024285,0,37,6,66,20
38320,0,0,3.700141861024285,0,27,6,69,9
38321,0,0,3.700141861024285,0,41,6,56,22
38322,0,0,3.3,13,34,2,45,28
38323,0,0,3.9,42,6,2,69,25
38324,0,0,3.1,17,37,2,69,26
38325,0,0,4.1,399,37,6,69,18
38326,0,0,3.700141861024285,0,9,8,4,22
38327,0,0,3.700141861024285,0,41,6,44,18
38329,0,0,3.700141861024285,0,6,7,28,18
38330,0,0,3.700141861024285,0,37,6,9,17
38331,0,0,3.700141861024285,0,27,6,69,18
38332,0,0,3.700141861024285,0,34,7,69,25
38333,0,0,3.700141861024285,0,0,4,69,22
38334,0,0,3.700141861024285,0,37,6,69,28
38335,0,0,3.700141861024285,0,37,7,69,18
38336,0,0,3.700141861024285,0,36,6,46,18
38337,0,0,3.700141861024285,0,41,6,69,18
38338,0,0,3.700141861024285,0,41,7,3,25
38339,0,0,3.700141861024285,0,41,7,69,14
38340,0,0,3.700141861024285,0,27,6,69,20
38341,0,0,3.700141861024285,0,27,7,69,25
38342,1,0,3.700141861024285,0,41,8,7,18
38343,0,0,3.2,4,10,2,69,28
38344,0,0,3.8,26,34,8,28,25
38345,0,0,3.6,18,36,8,8,14
38346,0,0,3.700141861024285,0,34,6,69,22
38347,0,0,3.2,9,9,2,43,23
38348,0,0,3.6,7,27,8,20,14
38349,0,0,3.700141861024285,0,6,8,5,18
38350,0,0,3.700141861024285,0,34,6,11,9
38351,0,0,3.4,8,6,6,43,23
38352,0,0,3.4,10,27,6,46,20
38353,0,0,3.700141861024285,0,33,5,27,17
38354,0,0,3.1,6,36,6,11,17
38355,0,0,3.700141861024285,0,27,6,69,9
38356,0,0,3.6,14,37,6,60,17
38357,0,0,3.700141861024285,0,6,6,69,22
38358,0,0,3.6,15,41,8,69,20
38359,0,0,3.700141861024285,0,6,8,69,5
38360,0,0,3.7,16,34,7,55,18
38361,0,0,3.8,33,36,4,4,20
38362,0,0,3.5,8,6,6,69,22
38363,0,0,3.0,25,41,6,45,22
38364,0,0,3.5,19,41,8,3,9
38365,0,0,3.6,16,41,6,60,5
38366,0,0,3.2,6,41,2,69,23
38368,0,0,3.6,32,41,6,69,22
38369,1,0,3.700141861024285,0,8,6,21,14
38370,0,0,3.700141861024285,0,9,6,43,18
38371,0,0,3.3,9,33,1,16,22
38372,0,0,3.4,8,34,6,45,20
38373,0,0,3.8,41,33,6,6,5
38374,0,0,3.4,27,27,6,69,18
38375,0,0,3.6,15,27,6,43,20
38376,0,0,3.700141861024285,0,9,6,21,25
38377,0,0,3.700141861024285,0,41,8,69,9
38378,0,0,3.700141861024285,0,34,6,31,5
38379,0,0,3.700141861024285,0,36,7,69,28
38380,0,0,3.0,10,6,8,66,14
38381,0,0,3.700141861024285,0,37,7,4,20
38382,0,0,3.700141861024285,0,36,7,43,14
38383,0,0,3.700141861024285,0,34,6,62,18
38384,1,0,3.700141861024285,0,41,7,69,14
38385,0,0,3.700141861024285,0,41,4,3,30
38386,0,0,3.700141861024285,0,9,2,57,30
38387,0,0,3.700141861024285,0,41,4,60,18
38388,0,0,3.700141861024285,0,41,6,69,17
38389,1,0,3.2,5,9,6,69,18
38390,0,0,3.700141861024285,0,41,6,63,14
38391,0,0,3.700141861024285,0,41,6,60,9
38392,0,0,3.700141861024285,0,6,5,30,9
38393,0,0,3.0,53,8,6,67,17
38394,1,0,3.4,33,36,2,69,26
38395,0,0,2.6,26,33,6,69,22
38396,0,0,3.3,33,38,6,69,18
38397,0,0,3.700141861024285,0,27,2,66,32
38398,0,0,3.700141861024285,0,40,6,69,5
38399,0,0,3.700141861024285,0,6,8,63,17
38400,0,0,3.700141861024285,0,37,6,43,5
38401,0,0,3.700141861024285,0,41,8,60,18
38402,1,0,3.700141861024285,0,36,5,30,18
38403,0,0,3.9,435,14,2,69,26
38404,0,0,3.2,13,41,6,62,14
38405,0,0,3.4,5,6,8,69,9
38406,1,0,3.6,31,41,2,69,22
38407,0,0,3.2,7,37,6,45,14
38408,0,0,3.2,4,39,6,62,22
38409,1,0,3.0,20,6,6,69,22
38410,0,0,3.4,8,41,6,66,22
38411,1,0,3.0,96,14,7,69,29
38412,0,0,3.6,33,41,2,66,25
38413,0,0,3.7,68,6,2,65,25
38414,0,0,3.1,32,6,6,40,14
38415,1,0,2.8,20,6,2,45,26
38416,1,0,2.9,48,39,8,69,22
38417,0,0,3.7,28,41,2,69,36
38418,0,0,3.700141861024285,0,37,6,44,14
38419,0,0,3.700141861024285,0,37,6,46,18
38420,0,0,3.700141861024285,0,37,6,43,9
38421,0,0,3.5,8,14,5,30,14
38422,0,0,3.1,7,6,6,43,9
38423,0,0,3.7,24,34,6,69,25
38424,1,0,3.5,17,33,5,27,18
38425,0,0,3.700141861024285,0,14,6,69,9
38426,0,0,3.2,4,37,6,60,14
38427,0,0,3.1,9,14,6,60,5
38428,1,0,3.700141861024285,0,36,7,55,17
38429,1,0,3.2,6,25,4,21,18
38430,0,0,3.700141861024285,0,33,2,61,28
38432,1,0,3.4,7,41,2,43,30
38433,0,0,3.5,140,8,2,43,28
38434,0,0,3.3,11,6,6,69,22
38435,1,1,3.8,91,10,2,69,49
38436,1,1,4.3,1052,26,2,69,46
38437,1,1,3.8,200,27,2,69,46
38438,1,0,4.4,1106,26,8,69,28
38439,0,0,4.3,526,26,8,69,43
38440,1,0,4.4,69,26,6,30,18
38441,0,0,4.5,291,26,5,37,22
38442,1,0,4.2,231,26,8,69,18
38443,0,0,3.5,19,26,8,27,36
38444,0,0,3.9,91,26,8,69,22
38445,0,0,3.7,23,26,0,3,17
38446,1,0,4.1,184,26,5,27,26
38447,0,0,3.700141861024285,0,26,5,27,25
38448,0,0,3.700141861024285,0,26,4,27,23
38449,0,0,3.3,5,26,0,3,20
38450,1,1,4.2,508,36,2,69,32
38451,1,1,4.2,2854,33,8,69,32
38452,0,1,4.3,476,33,8,69,51
38453,0,1,4.1,1769,8,1,69,36
38454,1,0,4.0,1084,6,8,69,26
38455,0,0,4.4,1912,33,5,69,22
38456,0,0,4.5,236,34,5,69,40
38457,1,0,4.9,1749,6,5,27,22
38458,0,0,3.700141861024285,0,6,0,3,22
38459,0,0,3.4,225,9,6,69,18
38460,1,1,4.1,60,27,1,69,32
38461,1,0,4.1,45,8,5,30,18
38462,1,0,4.1,117,34,1,69,30
38463,0,0,4.0,1460,27,8,69,23
38464,0,0,4.3,185,8,5,30,25
38465,0,0,4.0,27,6,1,16,23
38466,1,1,4.1,300,34,2,69,36
38467,1,0,4.1,118,27,8,17,25
38468,1,0,4.5,221,6,8,29,23
38469,1,0,3.700141861024285,0,9,8,69,28
38470,0,0,3.6,53,34,8,5,18
38471,1,0,4.1,79,9,8,69,20
38472,1,0,4.3,120,38,5,30,22
38473,0,0,4.0,79,27,5,27,32
38474,0,0,4.0,185,9,6,69,22
38475,1,0,3.9,87,33,8,69,22
38476,0,0,3.6,23,6,0,3,14
38477,1,0,3.9,65,6,8,69,17
38478,1,0,3.9,148,6,8,69,23
38479,1,0,3.5,9,9,5,27,5
38480,1,0,3.7,19,41,8,69,22
38481,0,0,3.7,14,34,8,5,18
38482,0,0,3.700141861024285,0,27,8,5,22
38483,1,0,3.8,59,9,8,69,18
38484,0,0,3.4,14,34,0,3,14
38485,1,0,3.5,33,36,8,3,22
38486,0,0,4.0,100,33,5,37,9
38487,1,0,3.9,58,27,5,27,28
38488,0,0,3.9,36,9,8,42,9
38489,1,0,3.9,61,36,8,69,9
38490,1,0,4.0,68,8,5,27,17
38491,0,0,3.6,37,37,6,69,17
38492,1,0,4.2,132,6,5,36,11
38493,1,0,3.9,103,6,8,42,22
38494,0,0,3.3,5,36,8,69,17
38496,1,0,3.5,9,6,0,5,25
38497,0,0,3.6,15,37,0,3,5
38498,1,0,3.4,36,6,0,3,9
38499,1,0,4.0,122,8,8,8,25
38500,1,0,3.5,36,8,5,37,17
38501,0,0,3.5,14,34,6,69,17
38502,0,0,3.700141861024285,0,37,8,41,14
38503,0,0,4.2,222,38,5,69,14
38504,1,0,4.0,47,34,5,29,18
38505,1,0,3.5,17,33,5,27,18
38506,0,0,3.5,22,36,0,3,14
38507,0,0,3.4,7,36,2,43,28
38508,0,0,3.8,26,6,5,27,20
38509,0,0,3.9,66,6,5,36,14
38510,1,0,3.0,40,6,5,69,14
38511,1,0,3.7,17,6,8,69,14
38512,1,0,3.700141861024285,0,37,5,36,14
38513,1,0,3.2,6,37,8,17,22
38514,0,0,3.4,6,9,8,42,9
38515,0,0,3.7,17,27,5,27,14
38516,0,0,3.7,17,6,5,27,9
38517,0,0,3.3,4,34,8,69,18
38518,0,0,3.700141861024285,0,37,6,69,14
38519,0,0,3.700141861024285,0,9,8,4,22
38520,0,0,3.700141861024285,0,6,7,28,18
38521,0,0,3.3,4,36,8,4,25
38522,0,0,3.700141861024285,0,36,8,3,14
38523,0,0,3.700141861024285,0,34,7,69,25
38524,1,0,3.700141861024285,0,36,5,30,18
38525,0,0,3.700141861024285,0,6,5,36,22
38526,0,0,3.700141861024285,0,34,8,69,9
38527,0,0,3.8,26,34,8,28,25
38528,0,0,3.3,11,9,6,69,9
38529,0,0,3.5,10,9,5,3,5
38530,0,0,3.5,6,33,5,3,25
38531,0,0,3.700141861024285,0,6,8,5,18
38532,0,0,3.700141861024285,0,33,8,27,22
38533,0,0,3.2,7,9,8,3,18
38534,0,0,3.700141861024285,0,33,5,27,17
38535,0,0,3.8,33,36,4,4,20
38536,0,0,3.4,27,27,6,69,18
38537,0,0,3.700141861024285,0,9,0,69,18
38538,0,0,3.2,6,27,8,69,18
38539,0,0,3.700141861024285,0,41,5,37,23
38540,0,0,3.700141861024285,0,41,1,20,34
38541,0,0,3.700141861024285,0,6,5,30,9
38542,1,0,4.0,93,6,5,27,18
38543,1,0,4.0,49,33,4,4,25
38544,1,0,3.7,75,33,5,29,20
38545,0,0,3.9,50,33,5,3,28
38546,1,0,4.1,129,27,8,69,34
38547,0,0,3.6,12,41,1,69,32
38548,0,0,3.700141861024285,0,34,1,69,32
38549,1,1,4.7,4811,10,8,69,41
38550,0,0,4.0,31,41,8,69,38
38551,1,0,4.3,657,10,8,19,31
38552,1,0,4.2,443,39,8,69,30
38553,0,0,3.7,24,41,8,69,5
38554,1,0,4.1,257,41,1,69,25
38555,1,0,4.1,33,10,5,27,22
38556,1,0,4.0,122,41,6,42,14
38557,0,0,3.5,7,41,5,27,14
38558,0,0,3.8,31,41,8,41,9
38559,0,1,3.8,25,39,1,69,53
38560,1,0,4.2,34,10,5,69,18
38561,0,0,3.7,15,41,8,42,17
38562,1,0,2.9,48,39,8,69,22
38563,0,0,3.700141861024285,0,41,6,69,9
38564,0,0,3.700141861024285,0,41,8,41,18
38565,0,0,3.6,16,10,0,3,28
38566,0,0,3.2,5,14,0,4,17
38567,0,0,3.5,19,41,8,3,9
38568,0,0,3.700141861024285,0,41,8,41,9
38569,0,0,3.700141861024285,0,39,1,69,36
38570,0,1,4.4,2133,26,8,69,53
38571,0,1,4.3,766,26,8,69,60
38572,0,1,4.4,184,26,3,69,49
38573,0,1,4.2,3130,26,8,26,56
38574,0,1,4.4,885,26,8,69,60
38575,1,1,4.4,2239,26,8,69,60
38576,0,0,4.4,2421,26,8,69,45
38577,0,1,4.4,2052,26,3,69,39
38578,1,1,4.4,3702,26,8,69,41
38579,0,1,4.1,1339,26,3,69,52
38580,1,1,4.3,3492,26,8,69,48
38581,1,0,4.6,2513,26,2,69,46
38582,0,0,4.3,1043,26,8,69,45
38583,0,1,4.6,1438,26,8,69,53
38584,1,1,4.3,772,26,2,69,43
38586,1,1,4.4,1849,26,2,69,45
38587,0,1,4.4,131,26,3,69,36
38588,0,1,4.2,337,26,3,53,36
38589,0,0,4.3,461,26,8,69,45
38590,0,1,4.2,2079,26,2,69,45
38591,0,0,4.3,696,26,2,69,45
38592,1,1,4.3,509,26,3,22,41
38593,0,0,4.1,1545,26,8,69,39
38594,1,1,4.3,1052,26,2,69,46
38595,1,0,4.2,121,26,3,69,36
38596,0,0,4.1,388,26,1,16,38
38597,0,0,3.9,156,26,2,69,28
38598,0,1,3.7,93,26,8,69,36
38599,0,0,4.1,104,26,8,69,39
38600,0,0,3.1,122,26,3,69,39
38601,0,0,3.5,56,26,3,69,49
38602,0,0,3.9,73,26,8,69,56
38603,0,0,3.700141861024285,0,26,8,69,36
38604,0,0,3.8,216,26,2,69,51
38605,0,0,3.8,34,26,2,69,48
38606,1,0,4.4,1106,26,8,69,28
38607,1,0,4.0,869,26,6,69,22
38608,0,0,3.2,57,26,6,69,20
38609,1,0,3.9,107,26,6,69,25
38610,1,0,3.700141861024285,0,26,6,69,28
38611,0,1,4.4,4605,27,8,69,48
38612,0,1,4.6,2211,34,2,69,49
38613,1,1,4.2,4748,8,2,69,45
38614,0,0,4.6,3998,33,8,69,45
38615,1,1,4.3,3150,27,2,55,45
38616,0,1,4.5,8402,6,8,69,51
38617,0,0,4.3,1789,33,2,1,32
38618,0,1,4.6,2369,27,8,69,59
38619,0,0,4.2,1363,34,2,13,30
38620,0,0,4.6,2289,8,1,69,38
38621,0,0,4.5,1597,6,3,60,45
38622,1,1,3.9,1937,27,2,69,52
38623,0,1,4.3,343,6,8,69,45
38624,1,1,4.1,2144,6,8,69,51
38625,0,0,4.6,986,27,8,69,60
38626,0,1,4.5,5281,38,3,69,56
38627,0,1,4.5,681,33,8,69,63
38628,1,1,4.5,1238,38,3,69,48
38629,0,1,4.3,2230,33,8,69,48
38630,1,0,4.3,7568,8,8,69,45
38631,1,1,4.4,1124,8,3,69,39
38632,0,1,4.6,1091,34,2,69,45
38633,0,0,4.2,634,38,8,69,41
38634,1,1,4.2,2720,27,1,69,39
38635,0,0,3.9,2328,38,2,69,30
38636,1,1,4.2,508,36,2,69,32
38637,0,1,4.1,2049,41,2,53,46
38638,0,1,4.2,187,8,2,69,36
38639,0,1,4.2,1452,27,8,69,45
38640,1,1,4.2,2854,33,8,69,32
38641,0,1,4.3,476,33,8,69,51
38642,1,1,4.3,2047,27,2,69,45
38643,0,1,4.3,605,41,3,69,56
38644,1,1,3.9,1370,27,8,43,52
38645,1,1,4.2,2930,8,2,69,36
38646,1,1,4.4,493,38,8,69,50
38647,1,1,4.5,1418,8,3,21,48
38648,0,1,4.3,671,33,2,69,51
38649,0,1,4.5,1204,6,2,69,38
38650,0,1,4.3,2698,6,8,69,41
38651,1,0,4.3,2151,33,2,69,28
38652,1,0,3.700141861024285,0,27,2,69,32
38653,0,0,4.5,3589,38,1,69,34
38654,0,1,4.4,211,33,8,69,39
38655,1,1,4.4,721,27,8,69,48
38656,1,1,4.1,864,33,2,69,43
38657,0,0,4.3,1720,8,8,69,41
38658,0,1,4.1,1730,8,1,69,36
38659,0,0,4.4,2645,8,1,16,28
38660,0,1,4.3,688,34,8,69,56
38661,0,1,4.3,531,36,2,69,43
38662,1,0,3.9,376,27,8,42,14
38663,0,1,4.5,302,27,2,69,45
38664,0,0,4.3,1189,33,2,21,26
38665,1,0,4.4,2131,6,2,69,31
38666,0,1,4.2,221,27,8,69,36
38667,0,1,4.2,254,6,8,69,45
38668,0,0,4.3,696,27,8,69,60
38669,0,1,3.8,51,27,2,69,45
38670,0,1,4.2,477,33,8,35,60
38671,0,0,4.3,2264,8,8,69,38
38672,1,0,4.0,785,8,2,0,29
38673,0,1,4.3,299,38,8,69,39
38674,0,1,4.1,568,27,8,69,56
38675,0,1,4.4,193,27,8,69,51
38676,0,0,4.1,491,41,2,65,28
38677,1,1,4.2,2286,38,3,69,43
38678,0,0,4.2,1330,8,8,69,38
38679,0,1,4.4,516,41,8,69,61
38680,1,0,4.2,3569,8,1,69,29
38681,1,1,4.3,968,8,1,69,31
38682,1,1,4.4,219,38,2,69,33
38683,1,1,4.5,871,27,2,69,49
38684,0,0,4.1,538,9,2,66,25
38685,0,1,4.1,342,41,8,69,56
38686,1,1,4.0,938,8,3,69,36
38687,1,0,4.0,55,6,2,69,45
38688,1,1,4.4,719,34,2,69,36
38689,0,1,4.4,127,34,2,21,39
38690,0,1,4.3,620,33,8,69,62
38691,0,0,4.0,53,34,8,69,51
38692,0,1,4.1,101,33,8,69,36
38693,1,1,4.2,856,8,2,69,43
38694,0,1,4.3,361,34,8,53,63
38695,1,1,4.3,74,6,2,69,30
38696,1,1,4.2,404,6,8,69,46
38697,0,0,4.2,2028,36,8,69,39
38698,0,0,4.3,72,33,1,69,22
38699,0,0,4.3,792,8,8,69,34
38700,1,0,4.1,1131,6,2,69,45
38701,0,1,3.9,684,8,3,69,39
38702,0,0,4.1,787,33,2,69,32
38703,0,1,4.2,546,27,8,69,45
38704,0,1,4.3,330,34,2,69,39
38705,0,1,4.3,237,34,8,69,65
38706,0,0,3.9,168,37,2,45,25
38707,0,1,4.0,178,8,2,43,41
38708,1,0,4.1,117,34,1,69,30
38709,0,1,4.1,275,33,8,43,65
38710,0,1,4.4,309,41,8,55,65
38711,1,1,4.2,354,34,2,69,39
38712,0,1,4.0,930,6,2,69,32
38713,1,1,4.1,456,8,2,43,28
38714,0,1,4.1,557,6,8,35,38
